Porosity_v/v,Permeability_mD,Seismic_Velocity_m/s
0.10993428306022465,0.0660672181472073,3488.178015531144
0.0972347139765763,0.07557153309333263,3467.7181639082373
0.11295377076201385,0.14530238555113031,3478.7114421952137
0.13046059712816052,0.1356876181928619,3415.478907299445
0.09531693250553329,0.098960362285483,3544.0870826335185
0.0953172608610164,0.10604185531557503,3617.253486322821
0.13158425631014783,0.1894267931178243,3303.3892584940822
0.11534869458305819,0.07439468428990281,3361.023791919138
0.09061051228130096,0.13146213673372037,3458.011426148281
0.1108512008717193,0.09038459646299783,3520.546211215863
0.09073164614375076,0.08968733662724107,3579.060052098949
0.09068540492859486,0.17321933294471203,3543.793741811503
0.10483924543132069,0.15109040412555008,3489.8022041593877
0.061734395106844045,0.15019358128884205,3635.053572100861
0.06550164334973935,0.19207954624078175,3794.7793822321446
0.08875424941518055,0.1010557259538099,3562.6898120228584
0.07974337759331153,0.14063201717650997,3606.752851763687
0.10628494665190548,0.08563009579033248,3504.863597935407
0.08183951848957578,0.11759580490271843,3614.852869138957
0.07175392597329418,0.09370004399777039,3652.4245713474857
0.1293129753784311,0.10496932540582272,3313.911400335579
0.0954844739902693,0.1346594095965647,3546.1510479054537
0.10135056409375848,0.06642409348597562,3587.3484043549593
0.07150503627573088,0.28467945381340515,3709.7458209290944
0.08911234550949636,0.060470853900064035,3634.097603784488
0.10221845179419732,0.0544931976214663,3463.346957207454
0.07698012845155394,0.1784352200986064,3565.6191167293014
0.10751396036691345,0.14856187423365677,3456.1408521604503
0.0879872262016239,0.13662365397951687,3562.8501146063154
0.09416612500413447,0.1369126239018114,3583.878950902875
0.08796586775541207,0.09938953232987562,3475.5474297371984
0.13704556369017876,0.06385040977571409,3391.249697522137
0.09973005550524133,0.10386297320837602,3493.449327544844
0.078845781420882,0.07127811446005182,3584.4270393982188
0.11645089824206378,0.16283380064649522,3367.1402900266726
0.07558312700057956,0.09291094885600609,3539.3415314038134
0.10417727190009511,0.06618286466980841,3520.2721696976205
0.06080659752240449,0.08515535253142731,3699.632910747398
0.0734362790220314,0.12293256009881472,3568.32055990279
0.10393722471738248,0.07543775729725899,3415.559937809907
0.11476933159990821,0.0662913875935924,3409.3641070359527
0.10342736562379942,0.11295774285460175,3566.3142481454724
0.09768703435223519,0.11303002275744138,3498.5852606706435
0.09397792608821423,0.07761017954601283,3454.953221903024
0.07042956019265145,0.0790160529070061,3635.5650458324453
0.08560311583210584,0.11230239122065605,3558.3482423520873
0.09078722458080425,0.04847886914342092,3411.2195449489
0.12114244452437832,0.049473555712802285,3391.5730340522177
0.10687236579136923,0.06982192522122817,3454.09144453272
0.06473919689274532,0.08987740815118675,3711.114333776944
0.1064816793878959,0.11681879444425594,3560.0394078077875
0.09229835439167368,0.20910746249987347,3594.8364795190196
0.08646155999388083,0.153545969473233,3554.2477655028542
0.11223352577681736,0.0923144718820434,3383.50607567883
0.12061999044991903,0.09905369551470851,3525.568037912898
0.11862560238232397,0.06057640759560572,3409.8329097891046
0.08321564953554723,0.09907861421446394,3584.618216917911
0.09381575248297572,0.08656026413217091,3529.714983229621
0.10662526862807128,0.11751070856526058,3476.7778948980363
0.11951090254244719,0.06612551736623694,3395.227466691567
0.0904165152430942,0.12965063932180343,3519.234323440517
0.09628682046672367,0.2151939345016977,3491.2229506043623
0.07787330051987944,0.0947072080397587,3608.9958338898027
0.07607586751838659,0.12224485566718642,3592.4494238513785
0.11625051644788396,0.14120915807495069,3383.1051286267216
0.12712480057141645,0.08182312865565927,3369.6975085275126
0.09855979756839332,0.11185645828880415,3494.4521512869906
0.12007065795784048,0.10063160631252828,3474.846359639932
0.10723272050095269,0.1050050280564069,3331.287907075586
0.08709760490789752,0.0679427401656758,3619.0873180566355
0.10722791211016829,0.10123304884113526,3526.16469907404
0.1307607313293194,0.1282740937124637,3242.5268317329956
0.09928347921780098,0.20659120588630533,3486.4482242069776
0.13129287311628013,0.16154853099378735,3324.9635911188097
0.047605097918205115,0.2934658900843662,3691.598925673083
0.11643805008750449,0.06813536611366007,3378.9189151829337
0.10174094136476343,0.15467567483788305,3435.7665009028915
0.09401985299068266,0.1096004180528287,3617.514257217768
0.10183521553071005,0.29888881635970166,3537.607842003823
0.06024862170798215,0.06675445544620298,3762.334646209797
0.09560656224324976,0.06571382075252252,3558.050791985913
0.10714225143023494,0.07410432245050043,3407.836154287964
0.12955788089483034,0.0345781618997826,3325.98458221186
0.08963459563452705,0.07688360656273074,3576.2957498887604
0.08383012794213625,0.0684158043174293,3519.7429698447213
0.08996485912830927,0.10780963998799108,3585.8256258670726
0.11830804235404149,0.11863459916115016,3396.4435183218857
0.10657502219319369,0.2555084817065848,3448.383848656552
0.08940479592465923,0.1608355002506356,3588.524018786878
0.11026534866226713,0.07494229056046875,3470.8864222629663
0.10194155098696081,0.06381337770798602,3472.243936774242
0.1193728998106578,0.12788478888232155,3461.1019911149233
0.08595893812245296,0.05167910713253001,3516.1521430077405
0.09344675706804464,0.24985970214496625,3563.56299500699
0.09215783693735685,0.1803483478210712,3568.865878211635
0.07072970103735764,0.0790896769499948,3630.8741728475125
0.10592240554129152,0.04246171818577698,3486.6946234056486
0.10522110544359779,0.19678393950285045,3411.3387939627455
0.10010226913284923,0.09443391364621517,3545.690005296099
0.09530825733249706,0.18568994900253588,3514.2136065153654
0.15753887773848757,4.505826169023248,3186.16946028161
0.18738064031703924,7.4104975404727025,3115.547259706648
0.18971856450419694,10.026252899132118,3016.1899929518777
0.17593168192335146,10.237683669535457,3049.918525565065
0.19516142865001973,7.984900791682079,2946.361398073706
0.21212152570443615,13.6536933369483,2969.6928690451014
0.2565855770363159,5.863665255599436,2653.050647193606
0.20523733438495517,9.31285170975896,3061.553037174442
0.20772651172168294,10.61993514424251,2857.2709709973988
0.197766622527015,12.933288740082656,3095.989705779427
0.14243686354102877,14.2733267325614,3298.366555654987
0.1992045837365235,5.6988479881679694,2999.141425723863
0.2018069062982308,4.6437768323258375,2963.7195141683983
0.2738972633745586,18.94279226835859,2650.4704888448105
0.19422917105656634,11.807584733234837,3026.972409595926
0.2090464202700084,6.878095692255435,3009.9329927507843
0.1989586469088427,21.718427218124166,3010.918147888888
0.16493965887141404,10.595426122731089,3182.8167937160238
0.23428468443545064,18.03354590866368,2810.395967212054
0.22255799098060325,10.343355508501025,2884.3627639109304
0.22373095841129143,28.02113524002022,2896.735296388146
0.17271837635615783,24.05289862448048,3050.8996985863796
0.24208382932808298,8.829540888480249,2722.171582254299
0.15794446811623158,16.254512596505595,3247.440864119978
0.21760571281400812,13.808344285308214,2920.5147078363566
0.26571366877429936,19.824149609783493,2662.2324893108694
