Depth_m,GR_API,Resistivity_Ohm.m,Porosity_v/v,Facies
1000.0,79.93428306022466,0.9085517794475799,0.10370351073659828,0
1000.5005005005005,67.2347139765763,1.6874382095740925,0.10850889728368346,0
1001.001001001001,82.95377076201385,0.6770179104377323,0.10444579711601709,0
1001.5015015015015,100.46059712816052,0.6004039966748732,0.12557731626626786,0
1002.002002002002,65.31693250553329,0.7586282389089838,0.08095367238522407,0
1002.5025025025025,65.3172608610164,0.5233356958706439,0.08646009723082938,0
1003.003003003003,101.58425631014782,1.0613351579973977,0.08454681109458352,0
1003.5035035035035,85.34869458305818,1.8123392292347802,0.1166038362372522,0
1004.0040040040041,60.610512281300956,1.1615396365580146,0.11800797176790127,0
1004.5045045045046,80.8512008717193,0.8738232489368563,0.10902450638637017,0
1005.005005005005,60.73164614375075,0.854094365542228,0.12366987333779857,0
1005.5055055055055,60.68540492859486,0.5,0.07643918265247239,0
1006.006006006006,74.83924543132068,1.4415548885735796,0.13334448223102274,0
1006.5065065065065,31.73439510684404,0.961081401493599,0.13046477243424517,0
1007.007007007007,35.501643349739346,0.9097600432046872,0.11471243994491494,0
1007.5075075075075,58.754249415180546,2.59655378392243,0.1356359781754212,0
1008.008008008008,49.74337759331152,1.149376454182843,0.06686753584644453,0
1008.5085085085085,76.28494665190547,0.6241044749524078,0.08951103727474696,0
1009.009009009009,51.83951848957578,0.7868212018972284,0.08529393078636097,0
1009.5095095095095,41.75392597329417,1.5742228545983774,0.11442958647514687,0
1010.01001001001,99.31297537843108,1.0566352052688823,0.0789971852079571,0
1010.5105105105105,65.4844739902693,0.5,0.11514990298674972,0
1011.011011011011,71.35056409375848,1.4596144672876017,0.12741072287993427,0
1011.5115115115115,41.505036275730866,0.665927957230503,0.11390405800167999,0
1012.0120120120121,59.11234550949635,1.9366488881087727,0.10567502047323003,0
1012.5125125125126,72.21845179419732,1.5400240328573243,0.08024253318198502,0
1013.013013013013,46.980128451553945,0.7763390521706244,0.08306298067749271,0
1013.5135135135135,77.51396036691344,1.6405081808675566,0.12499237810593333,0
